X,Y
113.4035357,23.09929377
113.4125203,23.11744838
113.570413,23.28923399
113.5365859,22.84890419
113.5365859,22.84890419
113.5365859,22.84890419
113.4152451,23.10953606
113.5365859,22.84890419
113.5365859,22.84890419
113.5365859,22.84890419
113.385433,23.11756363
113.3714056,23.1024794
113.2398873,23.14058319
113.2398873,23.14058319
113.2398873,23.14058319
113.2398873,23.14058319
113.2398873,23.14058319
113.4323016,23.10422214
113.4373991,23.11461594
113.4238769,23.03368503
113.570413,23.28923399
113.445926,22.78224306
113.4125203,23.11744838
113.397906,23.11713902
113.4182686,23.11153576
113.4182686,23.11153576
113.4819949,23.09357512
113.451386,23.08947663
113.5266901,23.1616095
113.5559986,23.19013283
113.4360918,23.09036194
113.4360918,23.09036194
113.4360918,23.09036194
113.4360918,23.09036194
113.4360918,23.09036194
113.4218881,23.09657788
113.5926846,23.27594192
113.5926846,23.27594192
113.892526,23.40004888
113.414121,23.09243029
113.414121,23.09243029
113.5773912,23.20429216
113.3950464,23.1478387
113.3950464,23.1478387
113.3950464,23.1478387
113.5789472,23.26073464
113.390348,23.10434878
113.4218881,23.09657788
113.4218881,23.09657788
113.284285,23.17889936
113.284285,23.17889936
113.284285,23.17889936
113.4275709,23.10375967
113.4125203,23.11744838
113.3166531,22.93977549
113.3166531,22.93977549
113.375917,23.0992774
113.4167008,23.09871318
113.4167008,23.09871318
113.4167008,23.09871318
113.4167008,23.09871318
113.4167008,23.09871318
113.5116957,23.18603293
113.4125203,23.11744838
113.5586935,23.23919793
113.4242354,23.10114112
113.2253602,23.09920335
113.4035357,23.09929377
113.4035357,23.09929377
113.3714056,23.1024794
113.4148078,23.07422224
113.4148078,23.07422224
113.4148078,23.07422224
113.4161891,23.07554126
113.4148078,23.07422224
113.4148078,23.07422224
113.4148078,23.07422224
113.4094072,23.08679461
113.4125203,23.11744838
113.8906163,23.39304946
113.8906163,23.39304946
113.4125203,23.11744838
113.506098,23.211293
113.5559986,23.19013283
113.3714056,23.1024794
113.3714056,23.1024794
113.376547,23.10146529
113.376547,23.10146529
113.4683358,23.12567048
113.4117265,23.10026942
113.5750291,23.20006101
113.4125203,23.11744838
113.4489719,23.11176146
113.892526,23.40004888
113.5493187,23.23515691
113.5493187,23.23515691
113.5324786,23.20534128
113.419486,23.11206722
113.419486,23.11206722
113.419486,23.11206722
113.4111336,23.10649462
113.4125203,23.11744838
113.4125203,23.11744838
113.417706,23.07874228
113.5426109,22.84996959
113.4664969,22.82730493
113.4038487,23.09914089
113.4411471,23.10156659
113.6412584,23.21625465
113.3714056,23.1024794
113.2641439,23.30310845
113.2641439,23.30310845
113.2641439,23.30310845
113.4125203,23.11744838
113.4125203,23.11744838
113.6277632,23.31378656
113.891669,23.40086436
113.4035357,23.09929377
113.4035357,23.09929377
113.370838,22.96922986
113.5559986,23.19013283
113.3053281,22.8544569
113.3980506,23.0994304
113.3980506,23.0994304
113.3980506,23.0994304
113.3458957,23.12066863
113.4135535,23.08123958
113.5680309,23.30260594
113.4125203,23.11744838
113.3147123,23.02615761
113.3147123,23.02615761
113.3837833,23.20608247
113.3714056,23.1024794
113.1728587,23.3928813
113.4125203,23.11744838
113.4269142,23.14540019
113.892526,23.40004888
113.374033,23.11823104
113.4061229,23.11901435
113.9012564,23.39565421
113.5745454,23.09068349
113.4035357,23.09929377
113.3431707,22.95808803
113.401604,23.081364
113.3928773,23.11833923
113.5309247,22.90878625
113.3723808,23.21332576
113.4084659,22.96717848
113.4490886,23.09434528
113.5014212,23.03534993
113.5014212,23.03534993
113.5353844,23.07267002
113.4262991,23.11908789
113.4262991,23.11908789
113.6701756,23.2993834
113.5559986,23.19013283
113.5559986,23.19013283
113.4035357,23.09929377
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.426722,23.09815408
113.4016836,22.97778794
113.4035357,23.09929377
113.4214345,23.09380292
113.3576322,23.21680506
113.3948449,23.14828381
113.3948449,23.14828381
113.3948449,23.14828381
113.3948449,23.14828381
113.3119668,23.10496182
113.4100524,23.09538014
113.4100524,23.09538014
113.4100524,23.09538014
113.4125203,23.11744838
113.4363896,23.25273069
113.4363896,23.25273069
113.4125203,23.11744838
113.4125203,23.11744838
113.4035357,23.09929377
113.3941975,23.11132416
113.43543,23.10357801
113.43543,23.10357801
113.6157876,23.12385657
113.2385254,23.15328562
113.8890108,23.38012201
113.353528,22.88716283
113.4125203,23.11744838
113.4125203,23.11744838
113.8886119,23.39819709
113.8886119,23.39819709
113.3962621,23.20407527
113.3962621,23.20407527
113.4276669,23.09356523
113.4276669,23.09356523
113.6037839,23.28433982
113.4125203,23.11744838
113.3431707,22.95808803
113.3857005,23.11759587
113.4693223,22.90610683
113.4693223,22.90610683
113.5054005,23.03163272
113.5054005,23.03163272
113.5935273,23.19229139
113.5935273,23.19229139
113.5935273,23.19229139
113.5935273,23.19229139
113.5935273,23.19229139
113.5935273,23.19229139
113.4479109,23.09251286
113.4479109,23.09251286
113.4342262,23.09075056
113.4159701,23.10172374
113.2661271,23.13342332
113.4049202,23.11086454
113.4127033,23.09866209
113.4127033,23.09866209
113.4214561,23.09950635
113.7257573,23.25764147
113.4125203,23.11744838
113.2736728,23.28025978
113.5237892,22.79095792
113.5773912,23.20429216
113.5773912,23.20429216
113.401604,23.081364
113.401604,23.081364
113.401604,23.081364
113.401604,23.081364
113.401604,23.081364
113.401604,23.081364
113.4035357,23.09929377
113.888406,23.39760302
113.888406,23.39760302
113.888406,23.39760302
113.888406,23.39760302
113.4125203,23.11744838
113.4056127,23.113955
113.4125203,23.11744838
113.4125203,23.11744838
113.4064247,23.11967909
113.4125203,23.11744838
113.3754216,23.09985531
113.411794,23.101929
113.4639777,23.10859954
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.137412,23.33554317
113.8882809,23.39840681
113.8882809,23.39840681
113.8882809,23.39840681
113.8882809,23.39840681
113.8882809,23.39840681
113.4411471,23.10156659
113.413683,23.09780602
113.4438424,23.16254797
113.3714056,23.1024794
113.7425842,23.20799624
113.7425842,23.20799624
113.7425842,23.20799624
113.4125203,23.11744838
113.385433,23.11756363
113.4086487,23.2791052
113.4112315,23.1095211
113.4112315,23.1095211
113.4112315,23.1095211
113.4112315,23.1095211
113.4125203,23.11744838
113.4049202,23.11086454
113.4161891,23.07554126
113.4171737,23.11037178
113.370838,22.96922986
113.570413,23.28923399
113.4323016,23.10422214
113.582894,23.17831183
113.582894,23.17831183
113.582894,23.17831183
113.582894,23.17831183
113.582894,23.17831183
113.582894,23.17831183
113.582894,23.17831183
113.5559986,23.19013283
113.6182317,23.31785328
113.451386,23.08947663
113.451386,23.08947663
113.4262991,23.11908789
113.4262991,23.11908789
113.4262991,23.11908789
113.4262991,23.11908789
113.4262991,23.11908789
113.4262991,23.11908789
113.4262991,23.11908789
113.4125203,23.11744838
113.4072188,23.1242377
113.4072188,23.1242377
113.4218881,23.09657788
113.8863722,23.39145183
113.3751843,23.10010961
113.3714056,23.1024794
113.3714056,23.1024794
113.4190976,23.07895818
113.4329372,23.09184105
113.5750291,23.20006101
113.5750291,23.20006101
113.4214561,23.09950635
113.4306024,23.11173383
113.4087816,23.12662662
113.185951,23.33351703
113.4386264,23.08969464
113.4218881,23.09657788
113.4218881,23.09657788
113.4950171,23.29409561
113.4950171,23.29409561
113.576836,23.20974697
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.3714056,23.1024794
113.3714056,23.1024794
113.4125203,23.11744838
113.6054787,23.1818511
113.4100524,23.09538014
113.4125203,23.11744838
113.4125203,23.11744838
113.289989,23.11571404
113.289989,23.11571404
113.4125203,23.11744838
113.6073312,23.30395896
113.5859015,23.29443011
113.4035357,23.09929377
113.5797017,23.26046994
113.5116957,23.18603293
113.5116957,23.18603293
113.8865136,23.37182851
113.8865136,23.37182851
113.8865136,23.37182851
113.5471485,23.1309121
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4262991,23.11908789
113.4089365,23.09862006
113.392951,23.19707105
113.3884057,23.11130688
113.4342262,23.09075056
113.4342262,23.09075056
113.4030529,23.10943285
113.4030529,23.10943285
113.4666174,23.07016729
113.5773912,23.20429216
113.6182317,23.31785328
113.4175222,23.09951231
113.5729315,23.20223199
113.5729315,23.20223199
113.390348,23.10434878
113.408248,23.10960703
113.5585586,22.8873263
113.3714056,23.1024794
113.3714056,23.1024794
113.3714056,23.1024794
113.3714056,23.1024794
113.4214345,23.09380292
113.385433,23.11756363
113.385433,23.11756363
113.5426109,22.84996959
113.5426109,22.84996959
113.5773912,23.20429216
113.5559986,23.19013283
113.5559986,23.19013283
113.4125203,23.11744838
113.4125203,23.11744838
113.4376647,23.14879854
113.3189887,23.31703073
113.3189887,23.31703073
113.4125203,23.11744838
113.3036759,23.31173884
113.3036759,23.31173884
113.3036759,23.31173884
113.4271252,23.09776039
113.4239305,23.10094913
113.4239305,23.10094913
113.3431707,22.95808803
113.4125203,23.11744838
113.415455,23.10135991
113.4411471,23.10156659
113.4015187,23.10023527
113.4206067,23.08123808
113.4269142,23.14540019
113.4125203,23.11744838
113.4125203,23.11744838
113.5784957,23.26090944
113.376547,23.10146529
113.4044292,23.09580598
113.582639,23.25744276
113.6329285,23.31238402
113.5559986,23.19013283
113.5559986,23.19013283
113.3143274,22.96432845
113.3909005,23.11771245
113.4125203,23.11744838
113.393191,22.91615026
113.4743703,22.89010522
113.9235078,23.4237247
113.4131674,23.09052525
113.576836,23.20974697
113.5952829,23.25005347
113.4139073,23.09372263
113.4131054,23.07079736
113.4176149,22.99781653
113.4125203,23.11744838
113.4125203,23.11744838
113.6129692,23.26378946
113.4116788,23.10179089
113.4116788,23.10179089
113.4116788,23.10179089
113.4116788,23.10179089
113.4116788,23.10179089
113.4116788,23.10179089
113.4116788,23.10179089
113.888406,23.39760302
113.3844381,23.10995388
113.376547,23.10146529
113.3714056,23.1024794
113.3714056,23.1024794
113.3714056,23.1024794
113.3561639,22.88090117
113.4125203,23.11744838
113.4980461,22.82764627
113.2854912,23.30121017
113.4320085,22.83937731
113.0560948,23.27784903
113.582639,23.25744276
113.3754216,23.09985531
113.8921035,23.43155906
113.5559986,23.19013283
113.4125203,23.11744838
113.4125203,23.11744838
113.4161891,23.07554126
113.4161891,23.07554126
113.4161891,23.07554126
113.4273053,23.2503196
113.4273053,23.2503196
113.4035357,23.09929377
113.4035357,23.09929377
113.4035357,23.09929377
113.3714056,23.1024794
113.4125203,23.11744838
113.2641439,23.30310845
113.2641439,23.30310845
113.2664267,23.13325109
113.2664267,23.13325109
113.5680309,23.30260594
113.57973,23.31204691
113.4473031,23.08581314
113.41673,23.12566949
113.41673,23.12566949
113.4125203,23.11744838
113.4411471,23.10156659
113.1225954,23.33064841
113.4683358,23.12567048
113.4125203,23.11744838
113.4020319,23.09880678
113.4020319,23.09880678
113.374033,23.11823104
113.3936148,23.08126621
113.5744101,23.20353218
113.424522,23.09507959
113.6943691,23.23496308
113.4125203,23.11744838
113.3714056,23.1024794
113.404569,23.10170271
113.404569,23.10170271
113.5773912,23.20429216
113.353528,22.88716283
113.4685267,23.01971919
113.420467,23.06019918
113.420467,23.06019918
113.420467,23.06019918
113.4125203,23.11744838
113.6051653,23.1656618
113.5400684,22.84708409
113.4281312,23.05247983
113.2306718,23.34849037
113.2306718,23.34849037
113.3712059,23.11053357
113.3712059,23.11053357
113.3712059,23.11053357
113.370838,22.96922986
113.4167008,23.09871318
113.4167008,23.09871318
113.4035357,23.09929377
113.2854912,23.30121017
113.3499962,22.96571429
113.3702078,23.11015423
113.3714056,23.1024794
113.3714056,23.1024794
113.3714056,23.1024794
113.401604,23.081364
113.401604,23.081364
113.50298,23.25094475
113.2309447,23.1417315
113.2309447,23.1417315
113.2309447,23.1417315
113.5521247,22.87622985
113.4072188,23.1242377
113.337402,22.95736999
113.337402,22.95736999
113.337402,22.95736999
113.337402,22.95736999
113.337402,22.95736999
113.8856078,23.38052139
113.4125203,23.11744838
113.4125203,23.11744838
113.412135,23.07601404
113.4242187,23.10321427
113.3940532,23.02767094
113.41673,23.12566949
113.4125203,23.11744838
113.385433,23.11756363
113.571787,23.29678007
113.4329372,23.09184105
113.451386,23.08947663
113.3932831,23.11719669
113.3932831,23.11719669
113.3932831,23.11719669
113.3932831,23.11719669
113.4125203,23.11744838
113.4135535,23.08123958
113.224549,23.24925798
113.2664267,23.13325109
113.2664267,23.13325109
113.5494176,22.85464281
113.5494176,22.85464281
113.43543,23.10357801
113.8927288,23.39561971
113.4727824,22.75167408
113.4123532,23.10646229
113.4673507,22.83819084
113.8837248,23.39990254
113.4131054,23.07079736
113.4131054,23.07079736
113.385433,23.11756363
113.385433,23.11756363
113.385433,23.11756363
113.4188107,23.09432384
113.3508661,22.91919571
113.5680309,23.30260594
113.395398,23.10397599
113.365709,22.91948772
113.5144598,23.00119046
113.5144598,23.00119046
113.413683,23.09780602
113.413683,23.09780602
113.2479441,22.98017213
113.4258067,23.09532612
113.4258067,23.09532612
113.3962589,23.040569
113.4214561,23.09950635
113.4288595,23.09222413
113.5926846,23.27594192
113.5926846,23.27594192
113.8856078,23.38052139
113.3656377,22.87065972
113.4035357,23.09929377
113.4035357,23.09929377
113.6100887,23.26491073
113.4212415,23.09926924
113.400245,23.09944698
113.415455,23.10135991
113.2617343,23.32146904
113.6565562,23.11546135
113.4114513,22.94196475
113.397856,23.24819701
113.397856,23.24819701
113.397856,23.24819701
113.397856,23.24819701
113.269144,23.2887462
113.4171737,23.11037178
113.621444,23.32119707
113.621444,23.32119707
113.2590826,22.99271772
113.4183567,23.10059469
113.3714056,23.1024794
113.443405,23.08939684
113.4597129,22.92130608
113.4015187,23.10023527
113.5559986,23.19013283
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4323016,23.10422214
113.406216,23.11483872
113.4125203,23.11744838
113.8889655,23.38775765
113.8889655,23.38775765
113.8889655,23.38775765
113.8889655,23.38775765
113.5773912,23.20429216
113.8868313,23.38738781
113.426722,23.09815408
113.4125203,23.11744838
113.5729315,23.20223199
113.6187325,23.32145095
113.41673,23.12566949
113.5559986,23.19013283
113.2398873,23.14058319
113.4267862,23.00950765
113.3285518,23.326881
113.4125203,23.11744838
113.385433,23.11756363
113.385433,23.11756363
113.4950904,22.70698444
113.3714056,23.1024794
113.4269142,23.14540019
113.4112348,23.09822363
113.4035429,23.11396514
113.3714056,23.1024794
113.6027785,23.23941286
113.620582,23.25806704
113.4411471,23.10156659
113.5521247,22.87622985
113.5521247,22.87622985
113.5521247,22.87622985
113.294877,23.28567527
113.4980461,22.82764627
113.43543,23.10357801
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4341265,23.11061509
113.5209583,23.11255608
113.374033,23.11823104
113.3900678,23.10375259
113.6258672,23.13708186
113.5522261,23.10367607
113.4125203,23.11744838
113.2355626,23.30128817
113.4369026,23.11127496
113.4369026,23.11127496
113.4369026,23.11127496
113.4125203,23.11744838
113.4125203,23.11744838
113.3815181,22.96124084
113.4282815,23.09313123
113.4282815,23.09313123
113.4281312,23.05247983
113.411162,23.10863951
113.4287299,23.10365088
113.4259464,23.10320754
113.2368444,23.04912832
113.2368444,23.04912832
113.4257285,23.0969762
113.4257285,23.0969762
113.4125203,23.11744838
113.4125203,23.11744838
113.401604,23.081364
113.4035357,23.09929377
113.4035357,23.09929377
113.4035357,23.09929377
113.4015187,23.10023527
113.4015187,23.10023527
113.4227159,23.09438675
113.4125203,23.11744838
113.41276,23.09360902
113.41276,23.09360902
113.4502787,23.07900033
113.562369,22.78298853
113.4035429,23.11396514
113.3119668,23.10496182
113.4044292,23.09580598
113.4035357,23.09929377
113.1225954,23.33064841
113.4693223,22.90610683
113.5880779,23.25838171
113.5521247,22.87622985
113.4125203,23.11744838
113.376547,23.10146529
113.376547,23.10146529
113.4125203,23.11744838
113.4276669,23.09356523
113.4044292,23.09580598
113.50298,23.25094475
113.4910364,23.2860824
113.4910364,23.2860824
113.4159869,23.11191822
113.4159869,23.11191822
113.3714056,23.1024794
113.374033,23.11823104
113.4125203,23.11744838
113.4125203,23.11744838
113.5854483,23.22571376
113.5854483,23.22571376
113.5854483,23.22571376
113.3085997,23.12635887
113.4125203,23.11744838
113.4035357,23.09929377
113.392125,23.11561981
113.5110607,23.20430794
113.4176149,22.99781653
113.4125203,23.11744838
113.6502928,23.23548153
113.424522,23.09507959
113.424522,23.09507959
113.4975978,23.30479478
113.397906,23.11713902
113.4044292,23.09580598
113.4044292,23.09580598
113.888406,23.39760302
113.888406,23.39760302
113.4819949,23.09357512
113.5729315,23.20223199
113.5426109,22.84996959
113.7884203,23.36642926
113.4035357,23.09929377
113.4226197,23.09317689
113.4226197,23.09317689
113.4226197,23.09317689
113.4226197,23.09317689
113.4226197,23.09317689
113.5324786,23.20534128
113.4125203,23.11744838
113.5171424,22.9863221
113.4183075,23.07824558
113.4035357,23.09929377
113.4038025,23.09785272
113.219174,23.13610299
113.4276847,23.06548145
113.385433,23.11756363
113.385433,23.11756363
113.385433,23.11756363
113.385433,23.11756363
113.445645,23.067268
113.3714056,23.1024794
113.428847,23.08632104
113.3723808,23.21332576
113.576836,23.20974697
113.2854912,23.30121017
113.2854912,23.30121017
113.445926,22.78224306
113.8856078,23.38052139
113.5048711,23.08541876
113.571787,23.29678007
113.5032611,23.03337398
113.8855179,23.37691083
113.4324345,22.92848135
113.3874186,23.03485921
113.4526078,23.08509927
113.4176149,22.99781653
113.3362384,22.93936712
113.419353,23.09271139
113.5014212,23.03534993
113.88806,23.3993407
113.88806,23.3993407
113.88806,23.3993407
113.4125203,23.11744838
113.43543,23.10357801
113.43543,23.10357801
113.61554,23.18482305
113.61554,23.18482305
113.567898,23.24084755
113.2590826,22.99271772
113.385433,23.11756363
113.385433,23.11756363
113.576836,23.20974697
113.4166316,23.10604787
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.2102363,23.05952693
113.4125203,23.11744838
113.3683256,22.96634843
113.4167979,23.12037864
113.3702078,23.11015423
113.4695956,23.06988176
113.4695956,23.06988176
113.451386,23.08947663
113.451386,23.08947663
113.4125203,23.11744838
113.3702078,23.11015423
113.5854483,23.22571376
113.4187003,23.09438812
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.621444,23.32119707
113.8865136,23.37182851
113.4125203,23.11744838
113.4125203,23.11744838
113.41673,23.12566949
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.3886143,23.10532564
113.4919236,23.11395683
113.3754216,23.09985531
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4035357,23.09929377
113.4126003,23.11747073
113.4176149,22.99781653
113.4125203,23.11744838
113.4035357,23.09929377
113.3507797,22.87893592
113.385433,23.11756363
113.385433,23.11756363
113.4370644,23.09951292
113.3714056,23.1024794
113.385433,23.11756363
113.424522,23.09507959
113.3860028,22.84390112
113.5560049,23.20753679
113.4089365,23.09862006
113.4125203,23.11744838
113.4125203,23.11744838
113.409659,23.30927398
113.4125203,23.11744838
113.2854912,23.30121017
113.4125203,23.11744838
113.4125203,23.11744838
113.508453,22.8979674
113.4693223,22.90610683
113.4323016,23.10422214
113.4323016,23.10422214
113.4035357,23.09929377
113.4171386,23.11044923
113.4349305,23.09377441
113.6051653,23.1656618
113.6051653,23.1656618
113.43543,23.10357801
113.6182317,23.31785328
113.3670169,23.02505703
113.4379167,23.09636919
113.6046933,23.12265251
113.4065053,23.11578451
113.3085997,23.12635887
113.415455,23.10135991
113.4125203,23.11744838
113.2725849,23.13054187
113.3714056,23.1024794
113.3714056,23.1024794
113.6258672,23.13708186
113.6258672,23.13708186
113.414604,23.10738504
113.4502787,23.07900033
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.4037383,23.11150565
113.4125203,23.11744838
113.385433,23.11756363
113.3714056,23.1024794
113.4135535,23.08123958
113.4218881,23.09657788
113.4218881,23.09657788
113.4218881,23.09657788
113.7864078,23.24245175
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.5742084,23.10306211
113.3714056,23.1024794
113.4377307,23.09193072
113.4125203,23.11744838
113.2656885,23.29277966
113.6405265,23.19898536
113.3951417,23.11316725
113.3951417,23.11316725
113.4056127,23.113955
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4218657,23.07984511
113.4218657,23.07984511
113.4125203,23.11744838
113.4329372,23.09184105
113.406767,23.22516804
113.400701,23.121086
113.400701,23.121086
113.392125,23.11561981
113.5014212,23.03534993
113.4074062,23.11725295
113.3712059,23.11053357
113.5559986,23.19013283
113.4147689,23.10508829
113.4176149,22.99781653
113.4582088,23.09108042
113.4582088,23.09108042
113.3772174,23.11091125
113.4246526,23.01161311
113.413919,23.12589607
113.413919,23.12589607
113.4524345,22.92268579
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4218881,23.09657788
113.3698401,23.09526861
113.4125203,23.11744838
113.4975978,23.30479478
113.4328918,23.09190409
113.4328918,23.09190409
113.5789472,23.26073464
113.4125203,23.11744838
113.4125203,23.11744838
113.4150127,23.10229798
113.5804519,23.25972373
113.3759741,23.11257652
113.4547984,22.82847734
113.2398873,23.14058319
113.4125203,23.11744838
113.4035357,23.09929377
113.4216104,23.09385785
113.4035357,23.09929377
113.5395563,22.8467299
113.4126005,23.11744714
113.5064731,22.99809199
113.5895481,23.27910553
113.4049202,23.11086454
113.4292382,23.06912824
113.4292382,23.06912824
113.4369026,23.11127496
113.376137,22.97353001
113.376137,22.97353001
113.376137,22.97353001
113.4067002,23.10726504
113.4342262,23.09075056
113.4286772,23.09347569
113.5064731,22.99809199
113.4262991,23.11908789
113.3702078,23.11015423
113.4034017,23.13534935
113.8074248,23.32467179
113.4125203,23.11744838
113.3714056,23.1024794
113.61554,23.18482305
113.61554,23.18482305
113.9012564,23.39565421
113.4123784,23.09582181
113.4411471,23.10156659
113.4411471,23.10156659
113.3990649,23.10607995
113.294877,23.28567527
113.4035357,23.09929377
113.3981672,23.11286578
113.4035357,23.09929377
113.4125203,23.11744838
113.570413,23.28923399
113.5304867,22.77022945
113.4950171,23.29409561
113.4360918,23.09036194
113.2516893,23.30138592
113.4075783,23.11006739
113.617438,23.132919
113.3718688,23.09843923
113.3718688,23.09843923
113.3718688,23.09843923
113.4061229,23.11901435
113.5796977,23.23206341
113.4054073,23.10063059
113.5452811,23.2119391
113.4125203,23.11744838
113.6046933,23.12265251
113.4125203,23.11744838
113.4125203,23.11744838
113.4597129,22.92130608
113.5345396,23.13231939
113.5345396,23.13231939
113.5798444,23.26122347
113.4197327,23.09410677
113.4197327,23.09410677
113.5350125,23.19226025
113.401604,23.081364
113.4246526,23.01161311
113.3714056,23.1024794
113.4125203,23.11744838
113.4125203,23.11744838
113.4049202,23.11086454
113.4035357,23.09929377
113.4320085,22.83937731
113.4144455,23.10873956
113.2355204,23.15026694
113.3714056,23.1024794
113.3714056,23.1024794
113.3714056,23.1024794
113.4621882,22.91266391
113.5365859,22.84890419
113.2854912,23.30121017
113.5110607,23.20430794
113.4526078,23.08509927
113.4673507,22.83819084
113.3173723,22.96937103
113.3089533,23.02614447
113.5426109,22.84996959
113.5929491,23.24748444
113.5929491,23.24748444
113.2967788,23.30624909
113.2967788,23.30624909
113.499951,23.034674
113.4035429,23.11396514
113.4035429,23.11396514
113.415491,22.79983006
113.4125203,23.11744838
113.4049202,23.11086454
113.4396121,22.78779428
113.3711802,23.09725827
113.6073312,23.30395896
113.324442,23.10509952
113.4491843,22.83392015
113.419353,23.09271139
113.7425842,23.20799624
113.413683,23.09780602
113.2181869,23.17579747
113.8837248,23.39990254
113.374033,23.11823104
113.5426109,22.84996959
113.3431707,22.95808803
113.4212415,23.09926924
113.892526,23.40004888
113.419353,23.09271139
113.2854912,23.30121017
113.3089533,23.02614447
113.4016836,22.97778794
113.2664267,23.13325109
113.385433,23.11756363
113.4125203,23.11744838
113.8074248,23.32467179
113.2854912,23.30121017
113.5171424,22.9863221
113.4117265,23.10026942
113.5110607,23.20430794
113.5110607,23.20430794
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4125203,23.11744838
113.4278107,23.11076518
113.374033,23.11823104
113.4271252,23.09776039
113.4271252,23.09776039
113.5916641,23.14069925
113.4233154,23.03054432
